key,empty,street,city,state,zip,raw,n_meets
nmu golf course marquette mi 49855|,0,,NMU Golf Course Marquette,MI,49855,"NMU Golf Course Marquette, Mi 49855",2
__empty__16355,1,,,,,,1
__empty__21566,1,,,,,,1
__empty__21927,1,,,,,,1
lake mckeithan brooksville fl 34601|FL,0,,Lake McKeithan Brooksville,FL,34601,"Lake McKeithan Brooksville, FL 34601",1
pace campus 16001 west sr 84 miami gardens fl 33054|FL,0,16001 West SR,Miami Gardens,FL,16001,"Pace Campus 16001 West SR-84 Miami Gardens, FL 33054",1
__empty__21852,1,,,,,,1
__empty__21842,1,,,,,,1
newmarket junior senior high school newmarket nh 03857|NH,0,,Senior High School Newmarket,NH,03857,"Newmarket Junior/Senior High School Newmarket, NH 03857",1
northwood nappanee in|IN,0,,NorthWood Nappanee,IN,,"NorthWood Nappanee, IN",2
william f sheffield regional park jacksonville fl 32209|FL,0,,William F. Sheffield Regional Park Jacks,FL,32209,"William F. Sheffield Regional Park Jacksonville, FL 32209",2
__empty__22072,1,,,,,,1
__empty__22039,1,,,,,,1
gateway fairgrounds lake city fl 32025|FL,0,,Gateway Fairgrounds Lake City,FL,32025,"Gateway Fairgrounds Lake City, FL 32025",1
__empty__21315,1,,,,,,1
ski hearth farm ski hearth farm bethlehem nh|NH,0,,SKI HEARTH FARM Ski Hearth Farm Bethlehe,NH,,"SKI HEARTH FARM Ski Hearth Farm Bethlehem, NH",1
__empty__25150,1,,,,,,1
ccny new york ny 10031|NY,0,,CCNY New York,NY,10031,"CCNY New York, NY 10031",4
mike rose complex memphis tn 8 31 2024 memphis tn 38125|TN,0,2024 Memphis,Mike Rose Complex - Memphis,TN,38125,"Mike Rose Complex - Memphis,TN - 8/31/2024 Memphis, TN 38125",1
__empty__23983,1,,,,,,1
sand hill scout reservation brooksville fl|FL,0,,Sand Hill Scout Reservation Brooksville,FL,,"Sand Hill Scout Reservation Brooksville, FL",1
jackson jacksonville fl 32206|FL,0,,Jackson Jacksonville,FL,32206,"Jackson Jacksonville, FL 32206",2
__empty__22662,1,,,,,,1
bartram trail st johns fl 32259|FL,0,,Bartram Trail St. Johns,FL,32259,"Bartram Trail St. Johns, FL 32259",3
crystal river high school crystal river fl 34429|FL,0,,Crystal River High School Crystal River,FL,34429,"Crystal River High School Crystal River, FL 34429",1
lake placid lake placid fl 33852|FL,0,,Lake Placid Lake Placid,FL,33852,"Lake Placid Lake Placid, FL 33852",2
__empty__24169,1,,,,,,1
desoto county arcadia fl 33821|FL,0,,DeSoto County Arcadia,FL,33821,"DeSoto County Arcadia, FL 33821",1
cal st fullerton carbon canyon regional ca 92834|CA,0,,Cal St. Fullerton Carbon Canyon Regional,CA,92834,"Cal St. Fullerton Carbon Canyon Regional, CA 92834",1
__empty__24102,1,,,,,,1
the course 2521 n flora rd spokane wa 99216|WA,0,2521 N Flora Rd Spokane,N Flora Rd Spokane,WA,99216,"The Course 2521 N Flora Rd Spokane, WA 99216",1
jacksonville jacksonville fl 32211|FL,0,,Jacksonville Jacksonville,FL,32211,"Jacksonville Jacksonville, FL 32211",1
uprrp san juan pr 00925|PR,0,,UPRRP San Juan,PR,00925,"UPRRP San Juan, PR 00925",2
owen s park louisburg nc 27551|NC,0,,Owen's Park Louisburg,NC,27551,"Owen's Park Louisburg, NC 27551",1
indian hills community college ottumwa ia 50023|IA,0,,Indian Hills Community College Ottumwa,IA,50023,"Indian Hills Community College Ottumwa, IA 50023",1
__empty__24012,1,,,,,,1
baldwin baldwin fl|FL,0,,Baldwin Baldwin,FL,,"Baldwin Baldwin, FL",3
dorothea dix park raleigh nc 27603|NC,0,,Dorothea Dix Park Raleigh,NC,27603,"Dorothea Dix Park Raleigh, NC 27603",1
trinity christian academy lake worth fl 33463|FL,0,,Trinity Christian Academy Lake Worth,FL,33463,"Trinity Christian Academy Lake Worth, FL 33463",1
bradenton christian school bradenton fl 34200|FL,0,,Bradenton Christian School Bradenton,FL,34200,"Bradenton Christian School Bradenton, FL 34200",1
king s academy west palm beach fl 33409|FL,0,,King's Academy West Palm Beach,FL,33409,"King's Academy West Palm Beach, FL 33409",5
mercyhurst girard pa 1641l7|,0,,Mercyhurst Girard,PA,,"Mercyhurst Girard, PA 1641l7",1
mchs stuart fl 34994|FL,0,,MCHS Stuart,FL,34994,"MCHS Stuart, FL 34994",1
__empty__22360,1,,,,,,1
ed radice park tampa fl|FL,0,,Ed Radice Park Tampa,FL,,"Ed Radice Park Tampa, FL",2
centennial 1485 sw cashmere blvd port st lucie fl 34986|FL,0,1485 SW Cashmere Blvd Port St. Lucie,SW Cashmere Blvd Port St. Lucie,FL,34986,"Centennial 1485 SW Cashmere Blvd Port St. Lucie, FL 34986",2
psu brandywine 25 yearsley mill road media pa 19063|PA,0,25 Yearsley Mill Road Media,Yearsley Mill Road Media,PA,19063,"PSU Brandywine 25 Yearsley Mill Road Media, PA 19063",2
berkeley prep tampa fl 33615|FL,0,,Berkeley Prep Tampa,FL,33615,"Berkeley Prep Tampa, FL 33615",1
the farm taylor xc course upland in 46953|IN,0,,The Farm - Taylor XC Course Upland,IN,46953,"The Farm - Taylor XC Course Upland, IN 46953",1
__empty__23924,1,,,,,,1
attica attica in|IN,0,,Attica Attica,IN,,"Attica Attica, IN",1
atlantic coast jacksonville fl 32119|FL,0,,Atlantic Coast Jacksonville,FL,32119,"Atlantic Coast Jacksonville, FL 32119",1
con val regional high school 184 hancock road peterborough nh 03458|NH,0,184 Hancock Road Peterborough,Hancock Road Peterborough,NH,03458,"Con-Val Regional High School 184 Hancock Road Peterborough, NH 03458",1
phil moore park midway ky 40347|KY,0,,Phil Moore Park Midway,KY,40347,"Phil Moore Park Midway, KY 40347",1
__empty__27245,1,,,,,,1
forest akers golf course east lansing mi 00000|MI,0,,Forest Akers Golf Course East Lansing,MI,00000,"Forest Akers Golf Course East Lansing, MI 00000",1
university of the south suwenee tn 30066|TN,0,,University of the South Suwenee,TN,30066,"University of the South Suwenee, TN 30066",1
mckethan lake brooksville fl|FL,0,,McKethan Lake Brooksville,FL,,"McKethan Lake Brooksville, FL",1
shorewood cross country course green bay wi 2532 shorewood drive green bay wi 00000|WI,0,2532 Shorewood Drive Green Bay,Shorewood Drive Green Bay,WI,00000,"Shorewood Cross Country Course | Green Bay WI 2532 Shorewood Drive Green Bay, WI 00000",1
trm brewton al 36527|AL,0,,TRM Brewton,AL,36527,"TRM Brewton, AL 36527",2
graham creek nature preserve 1 pride dr gulf shores al 36527|AL,0,1 Pride Dr. Gulf Shores,Pride Dr. Gulf Shores,AL,36527,"Graham Creek Nature Preserve 1 Pride Dr. Gulf Shores, AL 36527",1
ul monroe monroe la 71209|LA,0,,UL-Monroe Monroe,LA,71209,"UL-Monroe Monroe, LA 71209",1
episcopal fl jacksonville fl 32207|FL,0,,Episcopal FL Jacksonville,FL,32207,"Episcopal FL Jacksonville, FL 32207",1
fountain central hs veedersburg in|IN,0,,Fountain Central HS Veedersburg,IN,,"Fountain Central HS Veedersburg, IN",2
treasure coast port st lucie fl 34953|FL,0,,Treasure Coast Port St. Lucie,FL,34953,"Treasure Coast Port St. Lucie, FL 34953",1
__empty__25311,1,,,,,,1
satellite satellite beach fl 32937|FL,0,,Satellite Satellite Beach,FL,32937,"Satellite Satellite Beach, FL 32937",1
lyon college batesville ar 72503|AR,0,,Lyon College Batesville,AR,72503,"Lyon College Batesville, AR 72503",1
__empty__25133,1,,,,,,1
maine maritime academy castine me|ME,0,,Maine Maritime Academy Castine,ME,,"Maine Maritime Academy Castine, ME",1
west orange hs 1625 s beulah rd winter garden fl 34787|FL,0,1625 S. Beulah Rd. Winter Garden,S. Beulah Rd. Winter Garden,FL,34787,"West Orange HS 1625 S. Beulah Rd. Winter Garden, FL 34787",1
falling springs park versailles ky 40383|KY,0,,Falling Springs Park Versailles,KY,40383,"Falling Springs Park Versailles, KY 40383",1
gaither hs tampa fl 33618|FL,0,,Gaither HS Tampa,FL,33618,"Gaither HS Tampa, FL 33618",3
__empty__6740,1,,,,,,1
__empty__4738,1,,,,,,1
__empty__4057,1,,,,,,1
__empty__4744,1,,,,,,1
__empty__4700,1,,,,,,1
__empty__4056,1,,,,,,1
__empty__4727,1,,,,,,1
__empty__4541,1,,,,,,1
__empty__18299,1,,,,,,1
__empty__5074,1,,,,,,1
__empty__5420,1,,,,,,1
__empty__5400,1,,,,,,1
__empty__5421,1,,,,,,1
__empty__5391,1,,,,,,1
__empty__5337,1,,,,,,1
__empty__5009,1,,,,,,1
__empty__6592,1,,,,,,1
__empty__6050,1,,,,,,1
__empty__6070,1,,,,,,1
__empty__6064,1,,,,,,1
__empty__10686,1,,,,,,1
__empty__4315,1,,,,,,1
__empty__4325,1,,,,,,1
__empty__10519,1,,,,,,1
como park golf course st paul mn st paul mn 55103|MN,0,,Como Park Golf Course - St. Paul,MN,55103,"Como Park Golf Course - St. Paul, MN St. Paul, MN 55103",1
texas austin tx 78713|TX,0,,Texas Austin,TX,78713,"Texas Austin, TX 78713",1
university of montana golf course missoula mt 59812|MT,0,,University of Montana Golf Course Missou,MT,59812,"University of Montana Golf Course Missoula, MT 59812",1
byu hawaii laie hi 96762|HI,0,,BYU-Hawaii Laie,HI,96762,"BYU-Hawaii Laie, HI 96762",2
johnson state college johnson vt 05656|VT,0,,Johnson State College Johnson,VT,05656,"Johnson State College Johnson, VT 05656",1
macgregor park 5225 calhoun houston tx 77021|TX,0,5225 CALHOUN HOUSTON,CALHOUN HOUSTON,TX,77021,"MACGREGOR PARK 5225 CALHOUN HOUSTON, TX 77021",3
ut tyler soccer fields tyler tx|TX,0,,UT Tyler Soccer Fields Tyler,TX,,"UT Tyler Soccer Fields Tyler, TX",1
herr park course lancaster pa 17603|PA,0,,Herr Park Course Lancaster,PA,17603,"Herr Park Course Lancaster, PA 17603",1
st kates city not supplied mn|MN,0,,St. Kates City Not Supplied,MN,,"St. Kates City Not Supplied, MN",1
__empty__19179,1,,,,,,1
__empty__7507,1,,,,,,1
__empty__6766,1,,,,,,1
__empty__6776,1,,,,,,1
__empty__7291,1,,,,,,1
__empty__7273,1,,,,,,1
__empty__5580,1,,,,,,1
__empty__6067,1,,,,,,1
__empty__5611,1,,,,,,1
__empty__6052,1,,,,,,1
__empty__5259,1,,,,,,1
__empty__15572,1,,,,,,1
__empty__6980,1,,,,,,1
__empty__4751,1,,,,,,1
__empty__6650,1,,,,,,1
__empty__3776,1,,,,,,1
__empty__10712,1,,,,,,1
__empty__4341,1,,,,,,1
__empty__18806,1,,,,,,1
__empty__3402,1,,,,,,1
university of il springfield springfield il 60431|IL,0,,University of IL - Springfield Springfie,IL,60431,"University of IL - Springfield Springfield, IL 60431",1
__empty__3276,1,,,,,,1
__empty__6578,1,,,,,,1
__empty__3216,1,,,,,,1
__empty__6549,1,,,,,,1
__empty__3285,1,,,,,,1
lake breezee golf course winneconne wi 12345|WI,0,,Lake Breezee Golf Course Winneconne,WI,12345,"Lake Breezee Golf Course Winneconne, WI 12345",1
__empty__4220,1,,,,,,1
__empty__5794,1,,,,,,1
__empty__4892,1,,,,,,1
__empty__4102,1,,,,,,1
__empty__4104,1,,,,,,1
college woods course durham nh 03824|NH,0,,College Woods Course Durham,NH,03824,"College Woods Course Durham, NH 03824",1
__empty__11025,1,,,,,,1
__empty__6767,1,,,,,,1
__empty__4033,1,,,,,,1
__empty__7485,1,,,,,,1
franciscan university steubenville oh 43952|OH,0,,FRANCISCAN UNIVERSITY STEUBENVILLE,OH,43952,"FRANCISCAN UNIVERSITY STEUBENVILLE, OH 43952",2
bill roberts golf course helena mt 59601|MT,0,,Bill Roberts Golf Course Helena,MT,59601,"Bill Roberts Golf Course Helena, MT 59601",2
river creek golf course 1605 fm 1177 wichita falls tx 76305|TX,0,1605 FM,Wichita Falls,TX,76305,"River Creek Golf Course 1605 FM 1177 Wichita Falls, TX 76305",1
cwru squire valleeview farm hunting valley oh 44|,0,,CWRU Squire Valleeview Farm Hunting Vall,OH,,"CWRU Squire Valleeview Farm Hunting Valley, OH 44",1
lyon college|,0,,,,,Lyon College,1
__empty__14313,1,,,,,,1
wayne e dannehl national cross country course kenosha wi 53144|WI,0,,Wayne E. Dannehl National Cross Country ,WI,53144,"Wayne E. Dannehl National Cross Country Course Kenosha, WI 53144",1
lehman bronx ny|NY,0,,Lehman Bronx,NY,,"Lehman Bronx, NY",3
wilmington ohio wilmington ohio 45177|,0,,,OH,45177,"Wilmington (Ohio) Wilmington, Ohio 45177",2
sperling sports complex deland fl 32724|FL,0,,Sperling Sports Complex Deland,FL,32724,"Sperling Sports Complex Deland, FL 32724",4
__empty__14357,1,,,,,,1
wolfson jacksonville fl 32217|FL,0,,Wolfson Jacksonville,FL,32217,"Wolfson Jacksonville, FL 32217",3
the farm newberry sc|SC,0,,The Farm Newberry,SC,,"The Farm Newberry, SC",1
bulldog xc course frostproof fl 33843|FL,0,,Bulldog XC Course Frostproof,FL,33843,"Bulldog XC Course Frostproof, FL 33843",2
__empty__22148,1,,,,,,1
__empty__22138,1,,,,,,1
central arizona coolidge az 85228|AZ,0,,Central Arizona Coolidge,AZ,85228,"Central Arizona Coolidge, AZ 85228",2
__empty__20237,1,,,,,,1
illinois champaign il 61820|IL,0,,Illinois Champaign,IL,61820,"Illinois Champaign, IL 61820",3
__empty__17841,1,,,,,,1
central state university wilberforce of|OF,0,,Central State University Wilberforce,OF,,"Central State University Wilberforce, OF",1
eagle springs golf course 171 country club lane defuniak springs fl 32312|FL,0,171 Country Club Lane Defuniak Springs,Country Club Lane Defuniak Springs,FL,32312,"Eagle Springs Golf Course 171 Country Club Lane Defuniak Springs, FL 32312",1
__empty__7517,1,,,,,,1
__empty__7306,1,,,,,,1
__empty__16153,1,,,,,,1
__empty__16159,1,,,,,,1
saint stephen s bradenton fl|FL,0,,Saint Stephen's Bradenton,FL,,"Saint Stephen's Bradenton, FL",3
fsdb st augustine fl|FL,0,,FSDB St. Augustine,FL,,"FSDB St. Augustine, FL",2
sunset hill farm 775 meridian rd valparaiso in 46383|IN,0,775 Meridian Rd Valparaiso,Meridian Rd Valparaiso,IN,46383,"Sunset Hill Farm 775 Meridian Rd Valparaiso, IN 46383",1
__empty__24004,1,,,,,,1
__empty__5739,1,,,,,,1
__empty__5734,1,,,,,,1
__empty__6268,1,,,,,,1
__empty__7442,1,,,,,,1
__empty__4094,1,,,,,,1
__empty__16262,1,,,,,,1
__empty__4351,1,,,,,,1
__empty__4346,1,,,,,,1
hudson valley sportsdome 240 milton turnpike milton ny 12547|NY,0,240 Milton Turnpike Milton,Milton Turnpike Milton,NY,12547,"Hudson Valley Sportsdome 240 Milton Turnpike Milton, NY 12547",1
__empty__26611,1,,,,,,1
__empty__7595,1,,,,,,1
__empty__7367,1,,,,,,1
__empty__4420,1,,,,,,1
__empty__5167,1,,,,,,1
__empty__4476,1,,,,,,1
__empty__3705,1,,,,,,1
__empty__4882,1,,,,,,1
__empty__4523,1,,,,,,1
__empty__4129,1,,,,,,1
__empty__7000,1,,,,,,1
__empty__6792,1,,,,,,1
__empty__4140,1,,,,,,1
__empty__4505,1,,,,,,1
__empty__5687,1,,,,,,1
__empty__4648,1,,,,,,1
__empty__3790,1,,,,,,1
__empty__7365,1,,,,,,1
__empty__5089,1,,,,,,1
__empty__5172,1,,,,,,1
__empty__5086,1,,,,,,1
__empty__3713,1,,,,,,1
__empty__6866,1,,,,,,1
__empty__3200,1,,,,,,1
__empty__4627,1,,,,,,1
__empty__4214,1,,,,,,1
__empty__4206,1,,,,,,1
__empty__3277,1,,,,,,1
__empty__6899,1,,,,,,1
__empty__3744,1,,,,,,1
__empty__3711,1,,,,,,1
__empty__3710,1,,,,,,1
__empty__3761,1,,,,,,1
__empty__6049,1,,,,,,1
__empty__3742,1,,,,,,1
__empty__5872,1,,,,,,1
__empty__3745,1,,,,,,1
__empty__3275,1,,,,,,1
__empty__3281,1,,,,,,1
__empty__5874,1,,,,,,1
__empty__4151,1,,,,,,1
__empty__4724,1,,,,,,1
__empty__4723,1,,,,,,1
__empty__4722,1,,,,,,1
__empty__4720,1,,,,,,1
__empty__4708,1,,,,,,1
__empty__4712,1,,,,,,1
__empty__5474,1,,,,,,1
__empty__6331,1,,,,,,1
__empty__3541,1,,,,,,1
__empty__6977,1,,,,,,1
__empty__6965,1,,,,,,1
__empty__5492,1,,,,,,1
__empty__5616,1,,,,,,1
__empty__4707,1,,,,,,1
__empty__3625,1,,,,,,1
__empty__6874,1,,,,,,1
__empty__5623,1,,,,,,1
__empty__4008,1,,,,,,1
__empty__4006,1,,,,,,1
__empty__5044,1,,,,,,1
__empty__4207,1,,,,,,1
__empty__5978,1,,,,,,1
__empty__5992,1,,,,,,1
__empty__6042,1,,,,,,1
__empty__6199,1,,,,,,1
__empty__6132,1,,,,,,1
__empty__5823,1,,,,,,1
__empty__9052,1,,,,,,1
__empty__5437,1,,,,,,1
__empty__5625,1,,,,,,1
__empty__5622,1,,,,,,1
__empty__7252,1,,,,,,1
__empty__4741,1,,,,,,1
__empty__4742,1,,,,,,1
__empty__7324,1,,,,,,1
__empty__7248,1,,,,,,1
__empty__7411,1,,,,,,1
__empty__7326,1,,,,,,1
__empty__7402,1,,,,,,1
__empty__7405,1,,,,,,1
__empty__7396,1,,,,,,1
__empty__7339,1,,,,,,1
__empty__7992,1,,,,,,1
__empty__5699,1,,,,,,1
noelridge park cedar rapids ia 50428|IA,0,,Noelridge Park Cedar Rapids,IA,50428,"Noelridge Park Cedar Rapids, IA 50428",2
__empty__5709,1,,,,,,1
__empty__5869,1,,,,,,1
__empty__5871,1,,,,,,1
__empty__9250,1,,,,,,1
__empty__5883,1,,,,,,1
__empty__5986,1,,,,,,1
__empty__5889,1,,,,,,1
__empty__6138,1,,,,,,1
__empty__4131,1,,,,,,1
__empty__6140,1,,,,,,1
__empty__6152,1,,,,,,1
__empty__4285,1,,,,,,1
__empty__4224,1,,,,,,1
__empty__4218,1,,,,,,1
__empty__8063,1,,,,,,1
__empty__5738,1,,,,,,1
__empty__7612,1,,,,,,1
__empty__7610,1,,,,,,1
__empty__7609,1,,,,,,1
__empty__7640,1,,,,,,1
__empty__5777,1,,,,,,1
__empty__4147,1,,,,,,1
__empty__6543,1,,,,,,1
__empty__6611,1,,,,,,1
__empty__6645,1,,,,,,1
__empty__7363,1,,,,,,1
__empty__6631,1,,,,,,1
__empty__6634,1,,,,,,1
__empty__6555,1,,,,,,1
__empty__4968,1,,,,,,1
__empty__5041,1,,,,,,1
__empty__4974,1,,,,,,1
__empty__5026,1,,,,,,1
__empty__4976,1,,,,,,1
__empty__4780,1,,,,,,1
__empty__4787,1,,,,,,1
__empty__4790,1,,,,,,1
__empty__4801,1,,,,,,1
__empty__4726,1,,,,,,1
__empty__4725,1,,,,,,1
__empty__4670,1,,,,,,1
__empty__4660,1,,,,,,1
__empty__4228,1,,,,,,1
luther college decorah ia 50428|IA,0,,Luther College Decorah,IA,50428,"Luther College Decorah, IA 50428",4
__empty__3733,1,,,,,,1
u p r cayey avenida antonio r barcel 205 cayey pr 00736|PR,0,205 Cayey,Cayey,PR,00736,"U.P.R. Cayey Avenida Antonio R. Barcel 205 Cayey, PR 00736",1
__empty__3746,1,,,,,,1
__empty__5599,1,,,,,,1
__empty__5676,1,,,,,,1
__empty__5646,1,,,,,,1
__empty__7770,1,,,,,,1
__empty__5666,1,,,,,,1
__empty__5600,1,,,,,,1
__empty__6483,1,,,,,,1
__empty__6542,1,,,,,,1
__empty__4500,1,,,,,,1
__empty__6485,1,,,,,,1
__empty__6048,1,,,,,,1
__empty__6482,1,,,,,,1
__empty__4149,1,,,,,,1
__empty__6864,1,,,,,,1
__empty__3988,1,,,,,,1
__empty__6799,1,,,,,,1
__empty__6790,1,,,,,,1
__empty__6839,1,,,,,,1
__empty__6802,1,,,,,,1
__empty__7003,1,,,,,,1
__empty__6988,1,,,,,,1
__empty__6871,1,,,,,,1
__empty__6886,1,,,,,,1
western texas cross country course snyder tx 79549|TX,0,,Western Texas Cross Country Course Snyde,TX,79549,"Western Texas Cross Country Course Snyder, TX 79549",1
__empty__5077,1,,,,,,1
__empty__4997,1,,,,,,1
__empty__5032,1,,,,,,1
__empty__4989,1,,,,,,1
grove city city not supplied|,0,,,,,"Grove City City Not Supplied,",1
__empty__13181,1,,,,,,1
__empty__4791,1,,,,,,1
__empty__4781,1,,,,,,1
__empty__4816,1,,,,,,1
__empty__6040,1,,,,,,1
bicentennial park 5351 park west lane northampton pa 18067|PA,0,5351 Park West Lane Northampton,Park West Lane Northampton,PA,18067,"Bicentennial Park 5351 Park West Lane Northampton, PA 18067",2
__empty__6044,1,,,,,,1
__empty__6047,1,,,,,,1
__empty__6037,1,,,,,,1
arroyo verde park ventura ca 93003|CA,0,,Arroyo Verde Park Ventura,CA,93003,"Arroyo Verde Park Ventura, CA 93003",2
oxnard oxnard ca 93033|CA,0,,Oxnard Oxnard,CA,93033,"Oxnard Oxnard, CA 93033",1
__empty__5538,1,,,,,,1
__empty__5484,1,,,,,,1
__empty__5495,1,,,,,,1
__empty__5570,1,,,,,,1
__empty__7487,1,,,,,,1
__empty__5554,1,,,,,,1
__empty__6694,1,,,,,,1
__empty__6718,1,,,,,,1
__empty__6680,1,,,,,,1
__empty__6724,1,,,,,,1
__empty__6793,1,,,,,,1
__empty__6889,1,,,,,,1
__empty__8319,1,,,,,,1
__empty__6901,1,,,,,,1
__empty__6915,1,,,,,,1
__empty__7010,1,,,,,,1
__empty__6897,1,,,,,,1
__empty__6990,1,,,,,,1
__empty__6913,1,,,,,,1
__empty__7025,1,,,,,,1
__empty__6491,1,,,,,,1
__empty__8282,1,,,,,,1
st james farm warrenville il|IL,0,,ST. JAMES FARM WARRENVILLE,IL,,"ST. JAMES FARM WARRENVILLE, IL",1
__empty__8312,1,,,,,,1
__empty__8204,1,,,,,,1
__empty__7486,1,,,,,,1
__empty__8236,1,,,,,,1
__empty__7492,1,,,,,,1
princess anne md 21853|MD,0,,Princess Anne,MD,21853,"Princess Anne, MD 21853",1
__empty__7651,1,,,,,,1
__empty__7657,1,,,,,,1
__empty__7635,1,,,,,,1
__empty__7637,1,,,,,,1
lake wichita park wichita falls tx 76308|TX,0,,Lake Wichita Park Wichita Falls,TX,76308,"Lake Wichita Park Wichita Falls, TX 76308",1
winthrop rock hill sc 29730|SC,0,,Winthrop Rock Hill,SC,29730,"Winthrop Rock Hill, SC 29730",1
__empty__7601,1,,,,,,1
__empty__7605,1,,,,,,1
__empty__7614,1,,,,,,1
__empty__7603,1,,,,,,1
__empty__7554,1,,,,,,1
__empty__7562,1,,,,,,1
__empty__7553,1,,,,,,1
__empty__7599,1,,,,,,1
__empty__7608,1,,,,,,1
__empty__18261,1,,,,,,1
__empty__7246,1,,,,,,1
__empty__7247,1,,,,,,1
__empty__7254,1,,,,,,1
__empty__7267,1,,,,,,1
__empty__8337,1,,,,,,1
__empty__6690,1,,,,,,1
uc santa cruz east field santa cruz ca 95064|CA,0,,UC Santa Cruz East Field Santa Cruz,CA,95064,"UC Santa Cruz East Field Santa Cruz, CA 95064",1
__empty__6863,1,,,,,,1
__empty__6865,1,,,,,,1
__empty__8065,1,,,,,,1
spokane polo fields spokane wa|WA,0,,Spokane Polo Fields Spokane,WA,,"Spokane Polo Fields Spokane, WA",2
__empty__7359,1,,,,,,1
__empty__7341,1,,,,,,1
__empty__7357,1,,,,,,1
__empty__7364,1,,,,,,1
mcalpine creek park charlotte nc|NC,0,,McAlpine Creek Park Charlotte,NC,,"McAlpine Creek Park Charlotte, NC",3
ctc championships cross country course center valley pa 18034|PA,0,,CTC Championships Cross Country Course C,PA,18034,"CTC Championships Cross Country Course Center Valley, PA 18034",2
__empty__26118,1,,,,,,1
iu east richmond oh|OH,0,,IU East Richmond,OH,,"IU East Richmond, OH",1
__empty__18703,1,,,,,,1
the classical academy sarasota fl|FL,0,,The Classical Academy Sarasota,FL,,"The Classical Academy Sarasota, FL",1
__empty__18692,1,,,,,,1
the bluffs golf course vermillion sd 57069|SD,0,,The Bluffs Golf Course Vermillion,SD,57069,"The Bluffs Golf Course Vermillion, SD 57069",1
